Rank,Pokemon,Usage %,Raw Count,Raw %,Real Count,Real %,Generation,Source File
262,Wooper-Paldea,0.00852,250,0.009,191,0.008,9,2023-02-pokemon_usage_stats_with_gen.csv
263,Rolycoly,0.00812,238,0.008,230,0.01,8,2023-02-pokemon_usage_stats_with_gen.csv
264,Numel,0.0075,220,0.008,180,0.008,3,2023-02-pokemon_usage_stats_with_gen.csv
265,Carkol,0.00747,219,0.007,185,0.008,8,2023-02-pokemon_usage_stats_with_gen.csv
266,Floragato,0.0072,211,0.007,177,0.008,9,2023-02-pokemon_usage_stats_with_gen.csv
267,Wattrel,0.00689,202,0.007,140,0.006,9,2023-02-pokemon_usage_stats_with_gen.csv
268,Shelgon,0.00668,196,0.007,145,0.006,3,2023-02-pokemon_usage_stats_with_gen.csv
269,Morgrem,0.00665,195,0.007,159,0.007,8,2023-02-pokemon_usage_stats_with_gen.csv
270,Frogadier,0.00638,187,0.006,148,0.006,6,2023-02-pokemon_usage_stats_with_gen.csv
271,Fraxure,0.00627,184,0.006,139,0.006,5,2023-02-pokemon_usage_stats_with_gen.csv
272,Bonsly,0.00617,181,0.006,150,0.007,4,2023-02-pokemon_usage_stats_with_gen.csv
273,Raboot,0.00607,178,0.006,134,0.006,8,2023-02-pokemon_usage_stats_with_gen.csv
274,Stunky,0.006,176,0.006,169,0.007,4,2023-02-pokemon_usage_stats_with_gen.csv
275,Greavard,0.00597,175,0.006,130,0.006,9,2023-02-pokemon_usage_stats_with_gen.csv
276,Tinkatuff,0.00576,169,0.006,146,0.006,9,2023-02-pokemon_usage_stats_with_gen.csv
277,Magikarp,0.00573,168,0.006,139,0.006,1,2023-02-pokemon_usage_stats_with_gen.csv
278,Quaxly,0.00563,165,0.006,121,0.005,9,2023-02-pokemon_usage_stats_with_gen.csv
279,Gastly,0.00549,161,0.005,123,0.005,1,2023-02-pokemon_usage_stats_with_gen.csv
280,Fuecoco,0.00542,159,0.005,134,0.006,9,2023-02-pokemon_usage_stats_with_gen.csv
281,Psyduck,0.00539,158,0.005,139,0.006,1,2023-02-pokemon_usage_stats_with_gen.csv
282,Pawniard,0.00525,154,0.005,143,0.006,5,2023-02-pokemon_usage_stats_with_gen.csv
283,Tarountula,0.00522,153,0.005,140,0.006,9,2023-02-pokemon_usage_stats_with_gen.csv
284,Nacli,0.00498,146,0.005,125,0.005,9,2023-02-pokemon_usage_stats_with_gen.csv
285,Pichu,0.00491,144,0.005,114,0.005,2,2023-02-pokemon_usage_stats_with_gen.csv
286,Jigglypuff,0.00481,141,0.005,115,0.005,1,2023-02-pokemon_usage_stats_with_gen.csv
287,Bronzor,0.0043,126,0.004,106,0.005,4,2023-02-pokemon_usage_stats_with_gen.csv
288,Zorua,0.00396,116,0.004,66,0.003,8,2023-02-pokemon_usage_stats_with_gen.csv
289,Gabite,0.00392,115,0.004,87,0.004,4,2023-02-pokemon_usage_stats_with_gen.csv
290,Dolliv,0.00389,114,0.004,78,0.003,9,2023-02-pokemon_usage_stats_with_gen.csv
291,Sliggoo,0.00382,112,0.004,97,0.004,8,2023-02-pokemon_usage_stats_with_gen.csv
292,Sunkern,0.00379,111,0.004,84,0.004,2,2023-02-pokemon_usage_stats_with_gen.csv
293,Azurill,0.00365,107,0.004,91,0.004,3,2023-02-pokemon_usage_stats_with_gen.csv
294,Zweilous,0.00355,104,0.004,84,0.004,5,2023-02-pokemon_usage_stats_with_gen.csv
295,Shroomish,0.00338,99,0.003,78,0.003,3,2023-02-pokemon_usage_stats_with_gen.csv
296,Finizen,0.00327,96,0.003,67,0.003,9,2023-02-pokemon_usage_stats_with_gen.csv
297,Drakloak,0.00321,94,0.003,66,0.003,8,2023-02-pokemon_usage_stats_with_gen.csv
298,Foongus,0.00307,90,0.003,67,0.003,5,2023-02-pokemon_usage_stats_with_gen.csv
299,Flaaffy,0.00307,90,0.003,66,0.003,2,2023-02-pokemon_usage_stats_with_gen.csv
300,Sprigatito,0.00303,89,0.003,75,0.003,9,2023-02-pokemon_usage_stats_with_gen.csv
301,Marill,0.003,88,0.003,79,0.003,2,2023-02-pokemon_usage_stats_with_gen.csv
302,Eelektrik,0.0029,85,0.003,74,0.003,5,2023-02-pokemon_usage_stats_with_gen.csv
303,Quaxwell,0.00283,83,0.003,72,0.003,9,2023-02-pokemon_usage_stats_with_gen.csv
304,Pawmo,0.00266,78,0.003,60,0.003,9,2023-02-pokemon_usage_stats_with_gen.csv
305,Snom,0.00263,77,0.003,61,0.003,8,2023-02-pokemon_usage_stats_with_gen.csv
306,Cufant,0.00259,76,0.003,69,0.003,8,2023-02-pokemon_usage_stats_with_gen.csv
307,Fletchinder,0.00246,72,0.002,61,0.003,6,2023-02-pokemon_usage_stats_with_gen.csv
308,Charmeleon,0.00246,72,0.002,66,0.003,1,2023-02-pokemon_usage_stats_with_gen.csv
309,Krokorok,0.00246,72,0.002,60,0.003,5,2023-02-pokemon_usage_stats_with_gen.csv
310,Sinistea,0.00242,71,0.002,53,0.002,8,2023-02-pokemon_usage_stats_with_gen.csv
311,Tandemaus,0.00225,66,0.002,51,0.002,9,2023-02-pokemon_usage_stats_with_gen.csv
312,Rufflet,0.00222,65,0.002,52,0.002,5,2023-02-pokemon_usage_stats_with_gen.csv
313,Venonat,0.00222,65,0.002,50,0.002,1,2023-02-pokemon_usage_stats_with_gen.csv
314,Rockruff,0.00222,65,0.002,57,0.002,7,2023-02-pokemon_usage_stats_with_gen.csv
315,Staravia,0.00222,65,0.002,26,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
316,Salandit,0.00218,64,0.002,55,0.002,7,2023-02-pokemon_usage_stats_with_gen.csv
317,Swablu,0.00218,64,0.002,54,0.002,3,2023-02-pokemon_usage_stats_with_gen.csv
318,Drowzee,0.00215,63,0.002,35,0.002,1,2023-02-pokemon_usage_stats_with_gen.csv
319,Larvesta,0.00211,62,0.002,44,0.002,5,2023-02-pokemon_usage_stats_with_gen.csv
320,Diglett,0.00211,62,0.002,55,0.002,7,2023-02-pokemon_usage_stats_with_gen.csv
321,Froakie,0.00208,61,0.002,52,0.002,6,2023-02-pokemon_usage_stats_with_gen.csv
322,Slowpoke,0.00198,58,0.002,48,0.002,8,2023-02-pokemon_usage_stats_with_gen.csv
323,Yungoos,0.00198,58,0.002,45,0.002,7,2023-02-pokemon_usage_stats_with_gen.csv
324,Meowth,0.00198,58,0.002,44,0.002,8,2023-02-pokemon_usage_stats_with_gen.csv
325,Mareanie,0.00191,56,0.002,45,0.002,7,2023-02-pokemon_usage_stats_with_gen.csv
326,Ralts,0.00191,56,0.002,51,0.002,3,2023-02-pokemon_usage_stats_with_gen.csv
327,Axew,0.00177,52,0.002,37,0.002,5,2023-02-pokemon_usage_stats_with_gen.csv
328,Bergmite,0.00174,51,0.002,39,0.002,6,2023-02-pokemon_usage_stats_with_gen.csv
329,Wiglett,0.00167,49,0.002,43,0.002,9,2023-02-pokemon_usage_stats_with_gen.csv
330,Sneasel,0.00167,49,0.002,39,0.002,8,2023-02-pokemon_usage_stats_with_gen.csv
331,Shroodle,0.00157,46,0.002,41,0.002,9,2023-02-pokemon_usage_stats_with_gen.csv
332,Fidough,0.00157,46,0.002,34,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
333,Charmander,0.00157,46,0.002,40,0.002,1,2023-02-pokemon_usage_stats_with_gen.csv
334,Pupitar,0.00157,46,0.002,36,0.002,2,2023-02-pokemon_usage_stats_with_gen.csv
335,Kirlia,0.00153,45,0.002,35,0.002,3,2023-02-pokemon_usage_stats_with_gen.csv
336,Charcadet,0.00153,45,0.002,35,0.002,9,2023-02-pokemon_usage_stats_with_gen.csv
337,Skrelp,0.0015,44,0.002,38,0.002,6,2023-02-pokemon_usage_stats_with_gen.csv
338,Cacnea,0.0015,44,0.002,37,0.002,3,2023-02-pokemon_usage_stats_with_gen.csv
339,Mankey,0.00147,43,0.001,31,0.001,1,2023-02-pokemon_usage_stats_with_gen.csv
340,Croagunk,0.00147,43,0.001,30,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
341,Applin,0.00143,42,0.001,39,0.002,8,2023-02-pokemon_usage_stats_with_gen.csv
342,Snover,0.00143,42,0.001,37,0.002,4,2023-02-pokemon_usage_stats_with_gen.csv
343,Shellos,0.0014,41,0.001,28,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
344,Toxel,0.0014,41,0.001,19,0.001,8,2023-02-pokemon_usage_stats_with_gen.csv
345,Cetoddle,0.00136,40,0.001,23,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
346,Impidimp,0.00136,40,0.001,35,0.002,8,2023-02-pokemon_usage_stats_with_gen.csv
347,Corvisquire,0.00133,39,0.001,30,0.001,8,2023-02-pokemon_usage_stats_with_gen.csv
348,Flabebe,0.00133,39,0.001,19,0.001,6,2023-02-pokemon_usage_stats_with_gen.csv
349,Varoom,0.0013,38,0.001,33,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
350,Buizel,0.0013,38,0.001,25,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
351,Nymble,0.0013,38,0.001,35,0.002,9,2023-02-pokemon_usage_stats_with_gen.csv
352,Shellder,0.00123,36,0.001,30,0.001,1,2023-02-pokemon_usage_stats_with_gen.csv
353,Pawmi,0.00119,35,0.001,29,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
354,Scorbunny,0.00119,35,0.001,28,0.001,8,2023-02-pokemon_usage_stats_with_gen.csv
355,Zorua-Hisui,0.00113,33,0.001,9,0.0,8,2023-02-pokemon_usage_stats_with_gen.csv
356,Skiploom,0.00109,32,0.001,23,0.001,2,2023-02-pokemon_usage_stats_with_gen.csv
357,Wingull,0.00109,32,0.001,25,0.001,3,2023-02-pokemon_usage_stats_with_gen.csv
358,Gimmighoul,0.00109,32,0.001,28,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
359,Dratini,0.00099,29,0.001,21,0.001,1,2023-02-pokemon_usage_stats_with_gen.csv
360,Hippopotas,0.00099,29,0.001,27,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
361,Igglybuff,0.00099,29,0.001,22,0.001,2,2023-02-pokemon_usage_stats_with_gen.csv
362,Gible,0.00099,29,0.001,27,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
363,Spewpa,0.00095,28,0.001,25,0.001,6,2023-02-pokemon_usage_stats_with_gen.csv
364,Hoppip,0.00095,28,0.001,25,0.001,2,2023-02-pokemon_usage_stats_with_gen.csv
365,Meditite,0.00092,27,0.001,16,0.001,3,2023-02-pokemon_usage_stats_with_gen.csv
366,Bagon,0.00092,27,0.001,20,0.001,3,2023-02-pokemon_usage_stats_with_gen.csv
367,Tadbulb,0.00092,27,0.001,25,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
368,Happiny,0.00092,27,0.001,23,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
369,Bramblin,0.00092,27,0.001,24,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
370,Smoliv,0.00089,26,0.001,18,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
371,Bounsweet,0.00089,26,0.001,15,0.001,7,2023-02-pokemon_usage_stats_with_gen.csv
372,Makuhita,0.00085,25,0.001,23,0.001,3,2023-02-pokemon_usage_stats_with_gen.csv
373,Shuppet,0.00085,25,0.001,22,0.001,3,2023-02-pokemon_usage_stats_with_gen.csv
374,Sandygast,0.00085,25,0.001,20,0.001,7,2023-02-pokemon_usage_stats_with_gen.csv
375,Tinkatink,0.00085,25,0.001,24,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
376,Rellor,0.00085,25,0.001,21,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
377,Growlithe,0.00085,25,0.001,22,0.001,8,2023-02-pokemon_usage_stats_with_gen.csv
378,Snorunt,0.00078,23,0.001,21,0.001,3,2023-02-pokemon_usage_stats_with_gen.csv
379,Fletchling,0.00075,22,0.001,20,0.001,6,2023-02-pokemon_usage_stats_with_gen.csv
380,Frigibax,0.00075,22,0.001,21,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
381,Floette,0.00075,22,0.001,17,0.001,6,2023-02-pokemon_usage_stats_with_gen.csv
382,Luxio,0.00072,21,0.001,19,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
383,Spoink,0.00072,21,0.001,15,0.001,3,2023-02-pokemon_usage_stats_with_gen.csv
384,Scatterbug,0.00072,21,0.001,18,0.001,6,2023-02-pokemon_usage_stats_with_gen.csv
385,Goomy,0.00068,20,0.001,13,0.001,6,2023-02-pokemon_usage_stats_with_gen.csv
386,Capsakid,0.00068,20,0.001,16,0.001,9,2023-02-pokemon_usage_stats_with_gen.csv
387,Kricketot,0.00065,19,0.001,17,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
388,Teddiursa,0.00061,18,0.001,16,0.001,2,2023-02-pokemon_usage_stats_with_gen.csv
389,Mudbray,0.00058,17,0.001,12,0.001,7,2023-02-pokemon_usage_stats_with_gen.csv
390,Chewtle,0.00058,17,0.001,12,0.001,8,2023-02-pokemon_usage_stats_with_gen.csv
391,Combee,0.00058,17,0.001,14,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
392,Skiddo,0.00055,16,0.001,11,0.0,6,2023-02-pokemon_usage_stats_with_gen.csv
393,Clauncher,0.00055,16,0.001,13,0.001,6,2023-02-pokemon_usage_stats_with_gen.csv
394,Barboach,0.00055,16,0.001,15,0.001,3,2023-02-pokemon_usage_stats_with_gen.csv
395,Noibat,0.00055,16,0.001,15,0.001,6,2023-02-pokemon_usage_stats_with_gen.csv
396,Steenee,0.00055,16,0.001,7,0.0,7,2023-02-pokemon_usage_stats_with_gen.csv
397,Fomantis,0.00055,16,0.001,14,0.001,7,2023-02-pokemon_usage_stats_with_gen.csv
398,Gothita,0.00051,15,0.001,11,0.0,5,2023-02-pokemon_usage_stats_with_gen.csv
399,Litleo,0.00051,15,0.001,10,0.0,6,2023-02-pokemon_usage_stats_with_gen.csv
400,Gulpin,0.00048,14,0.0,11,0.0,3,2023-02-pokemon_usage_stats_with_gen.csv
401,Dreepy,0.00048,14,0.0,11,0.0,8,2023-02-pokemon_usage_stats_with_gen.csv
402,Arrokuda,0.00048,14,0.0,9,0.0,8,2023-02-pokemon_usage_stats_with_gen.csv
403,Rookidee,0.00048,14,0.0,8,0.0,8,2023-02-pokemon_usage_stats_with_gen.csv
404,Deino,0.00044,13,0.0,13,0.001,5,2023-02-pokemon_usage_stats_with_gen.csv
405,Grimer,0.00044,13,0.0,13,0.001,7,2023-02-pokemon_usage_stats_with_gen.csv
406,Maschiff,0.00041,12,0.0,7,0.0,9,2023-02-pokemon_usage_stats_with_gen.csv
407,Shinx,0.00041,12,0.0,12,0.001,4,2023-02-pokemon_usage_stats_with_gen.csv
408,Skwovet,0.00041,12,0.0,10,0.0,8,2023-02-pokemon_usage_stats_with_gen.csv
409,Sandile,0.00038,11,0.0,11,0.0,5,2023-02-pokemon_usage_stats_with_gen.csv
410,Deerling,0.00038,11,0.0,11,0.0,5,2023-02-pokemon_usage_stats_with_gen.csv
411,Larvitar,0.00034,10,0.0,9,0.0,2,2023-02-pokemon_usage_stats_with_gen.csv
412,Finneon,0.00034,10,0.0,8,0.0,4,2023-02-pokemon_usage_stats_with_gen.csv
413,Crabrawler,0.00034,10,0.0,9,0.0,7,2023-02-pokemon_usage_stats_with_gen.csv
414,Silicobra,0.00027,8,0.0,8,0.0,8,2023-02-pokemon_usage_stats_with_gen.csv
415,Mareep,0.00027,8,0.0,7,0.0,2,2023-02-pokemon_usage_stats_with_gen.csv
416,Gothorita,0.00024,7,0.0,4,0.0,5,2023-02-pokemon_usage_stats_with_gen.csv
417,Slakoth,0.00024,7,0.0,6,0.0,3,2023-02-pokemon_usage_stats_with_gen.csv
418,Petilil,0.00024,7,0.0,7,0.0,5,2023-02-pokemon_usage_stats_with_gen.csv
419,Tynamo,0.00024,7,0.0,4,0.0,5,2023-02-pokemon_usage_stats_with_gen.csv
420,Meowth-Galar,0.0002,6,0.0,6,0.0,8,2023-02-pokemon_usage_stats_with_gen.csv
421,Houndour,0.00017,5,0.0,5,0.0,2,2023-02-pokemon_usage_stats_with_gen.csv
422,Cubchoo,0.00014,4,0.0,3,0.0,5,2023-02-pokemon_usage_stats_with_gen.csv
1,Great Tusk,24.0337,678105,24.034,526116,23.893,9,2024-02-pokemon_usage_stats_with_gen.csv
2,Kingambit,23.37135,659417,23.371,434772,19.744,9,2024-02-pokemon_usage_stats_with_gen.csv
3,Dragapult,16.00652,451620,16.007,354143,16.083,8,2024-02-pokemon_usage_stats_with_gen.csv
4,Iron Valiant,15.12648,426790,15.126,299559,13.604,9,2024-02-pokemon_usage_stats_with_gen.csv
5,Raging Bolt,14.99775,423158,14.998,309895,14.073,9,2024-02-pokemon_usage_stats_with_gen.csv
6,Gholdengo,14.94105,421558,14.941,318432,14.461,9,2024-02-pokemon_usage_stats_with_gen.csv
7,Gliscor,14.33519,404464,14.335,342600,15.559,4,2024-02-pokemon_usage_stats_with_gen.csv
8,Slowking-Galar,12.75279,359817,12.753,299749,13.613,8,2024-02-pokemon_usage_stats_with_gen.csv
9,Roaring Moon,12.01995,339140,12.02,245773,11.161,9,2024-02-pokemon_usage_stats_with_gen.csv
10,Volcarona,11.84827,334296,11.848,249586,11.335,5,2024-02-pokemon_usage_stats_with_gen.csv
11,Dragonite,10.43695,294476,10.437,214104,9.723,1,2024-02-pokemon_usage_stats_with_gen.csv
12,Hatterene,9.99597,282034,9.996,218432,9.92,8,2024-02-pokemon_usage_stats_with_gen.csv
13,Gouging Fire,9.6805,273133,9.681,202835,9.211,9,2024-02-pokemon_usage_stats_with_gen.csv
14,Kyurem,9.65924,272533,9.659,211887,9.622,5,2024-02-pokemon_usage_stats_with_gen.csv
15,Corviknight,9.63457,271837,9.635,221149,10.043,8,2024-02-pokemon_usage_stats_with_gen.csv
16,Iron Treads,9.37789,264595,9.378,220801,10.027,9,2024-02-pokemon_usage_stats_with_gen.csv
17,Meowscarada,9.36372,264195,9.364,210170,9.545,9,2024-02-pokemon_usage_stats_with_gen.csv
18,Ogerpon-Wellspring,9.32416,263079,9.324,204475,9.286,9,2024-02-pokemon_usage_stats_with_gen.csv
19,Glimmora,9.22889,260391,9.229,235994,10.717,9,2024-02-pokemon_usage_stats_with_gen.csv
20,Archaludon,8.95847,252761,8.958,211316,9.597,9,2024-02-pokemon_usage_stats_with_gen.csv
21,Landorus-Therian,8.68857,245146,8.689,214975,9.763,5,2024-02-pokemon_usage_stats_with_gen.csv
22,Rillaboom,8.63725,243698,8.637,196367,8.918,8,2024-02-pokemon_usage_stats_with_gen.csv
23,Cinderace,8.58604,242253,8.586,185985,8.446,8,2024-02-pokemon_usage_stats_with_gen.csv
24,Pelipper,8.54539,241106,8.545,222491,10.104,3,2024-02-pokemon_usage_stats_with_gen.csv
25,Clodsire,7.94517,224171,7.945,178078,8.087,9,2024-02-pokemon_usage_stats_with_gen.csv
26,Serperior,7.81173,220406,7.812,162112,7.362,5,2024-02-pokemon_usage_stats_with_gen.csv
27,Walking Wake,7.79953,220062,7.8,175044,7.949,9,2024-02-pokemon_usage_stats_with_gen.csv
28,Samurott-Hisui,7.74687,218576,7.747,191282,8.687,8,2024-02-pokemon_usage_stats_with_gen.csv
29,Torkoal,7.69051,216986,7.691,198127,8.998,3,2024-02-pokemon_usage_stats_with_gen.csv
30,Barraskewda,6.98053,196954,6.981,153199,6.957,8,2024-02-pokemon_usage_stats_with_gen.csv
31,Skarmory,6.79361,191680,6.794,163140,7.409,2,2024-02-pokemon_usage_stats_with_gen.csv
32,Clefable,6.57241,185439,6.572,146447,6.651,1,2024-02-pokemon_usage_stats_with_gen.csv
33,Primarina,6.14611,173411,6.146,143096,6.498,7,2024-02-pokemon_usage_stats_with_gen.csv
34,Enamorus,5.73771,161888,5.738,121758,5.529,8,2024-02-pokemon_usage_stats_with_gen.csv
35,Zamazenta,5.67387,160087,5.674,116534,5.292,8,2024-02-pokemon_usage_stats_with_gen.csv
36,Iron Boulder,5.5404,156321,5.54,105466,4.79,9,2024-02-pokemon_usage_stats_with_gen.csv
37,Skeledirge,5.43907,153462,5.439,119213,5.414,9,2024-02-pokemon_usage_stats_with_gen.csv
38,Deoxys-Speed,5.37949,151781,5.379,130065,5.907,3,2024-02-pokemon_usage_stats_with_gen.csv
39,Heatran,5.36428,151352,5.364,125062,5.679,4,2024-02-pokemon_usage_stats_with_gen.csv
40,Dondozo,5.09652,143797,5.097,106373,4.831,9,2024-02-pokemon_usage_stats_with_gen.csv
41,Ting-Lu,5.01348,141454,5.013,121920,5.537,9,2024-02-pokemon_usage_stats_with_gen.csv
42,Weavile,4.88882,137937,4.889,106134,4.82,4,2024-02-pokemon_usage_stats_with_gen.csv
43,Darkrai,4.75588,134186,4.756,103450,4.698,4,2024-02-pokemon_usage_stats_with_gen.csv
44,Excadrill,4.73387,133565,4.734,103785,4.713,5,2024-02-pokemon_usage_stats_with_gen.csv
45,Alomomola,4.65646,131381,4.656,103398,4.696,5,2024-02-pokemon_usage_stats_with_gen.csv
46,Scizor,3.58958,101279,3.59,81395,3.696,6,2024-02-pokemon_usage_stats_with_gen.csv
47,Garganacl,3.48116,98220,3.481,77142,3.503,9,2024-02-pokemon_usage_stats_with_gen.csv
48,Greninja,3.37891,95335,3.379,72779,3.305,7,2024-02-pokemon_usage_stats_with_gen.csv
49,Ribombee,3.30462,93239,3.305,85447,3.88,7,2024-02-pokemon_usage_stats_with_gen.csv
50,Ceruledge,3.24681,91608,3.247,70654,3.209,9,2024-02-pokemon_usage_stats_with_gen.csv
51,Ninetales-Alola,3.20024,90294,3.2,78387,3.56,7,2024-02-pokemon_usage_stats_with_gen.csv
52,Blissey,3.15898,89130,3.159,70611,3.207,2,2024-02-pokemon_usage_stats_with_gen.csv
53,Tyranitar,3.13379,88419,3.134,75987,3.451,6,2024-02-pokemon_usage_stats_with_gen.csv
54,Toxapex,3.12882,88279,3.129,71137,3.231,7,2024-02-pokemon_usage_stats_with_gen.csv
55,Garchomp,3.02126,85244,3.021,67447,3.063,6,2024-02-pokemon_usage_stats_with_gen.csv
56,Zapdos,2.95321,83324,2.953,67474,3.064,8,2024-02-pokemon_usage_stats_with_gen.csv
57,Pecharunt,2.90695,82019,2.907,62737,2.849,9,2024-02-pokemon_usage_stats_with_gen.csv
58,Iron Moth,2.80438,79125,2.804,59889,2.72,9,2024-02-pokemon_usage_stats_with_gen.csv
59,Blaziken,2.75469,77723,2.755,56879,2.583,6,2024-02-pokemon_usage_stats_with_gen.csv
60,Rotom-Wash,2.57932,72775,2.579,62975,2.86,4,2024-02-pokemon_usage_stats_with_gen.csv
61,Hydrapple,2.24446,63327,2.244,46015,2.09,9,2024-02-pokemon_usage_stats_with_gen.csv
62,Ursaluna,2.18244,61577,2.182,49662,2.255,9,2024-02-pokemon_usage_stats_with_gen.csv
63,Latios,2.17851,61466,2.179,48141,2.186,6,2024-02-pokemon_usage_stats_with_gen.csv
64,Latias,2.17103,61255,2.171,44178,2.006,6,2024-02-pokemon_usage_stats_with_gen.csv
65,Hawlucha,2.09181,59020,2.092,42112,1.912,6,2024-02-pokemon_usage_stats_with_gen.csv
66,Venusaur,1.97294,55666,1.973,42890,1.948,6,2024-02-pokemon_usage_stats_with_gen.csv
67,Quaquaval,1.83163,51679,1.832,40220,1.827,9,2024-02-pokemon_usage_stats_with_gen.csv
68,Iron Hands,1.7919,50558,1.792,39790,1.807,9,2024-02-pokemon_usage_stats_with_gen.csv
69,Goodra-Hisui,1.76656,49843,1.767,40262,1.828,8,2024-02-pokemon_usage_stats_with_gen.csv
70,Iron Crown,1.75763,49591,1.758,38349,1.742,9,2024-02-pokemon_usage_stats_with_gen.csv
71,Grimmsnarl,1.75635,49555,1.756,43393,1.971,8,2024-02-pokemon_usage_stats_with_gen.csv
72,Keldeo,1.57368,44401,1.574,35955,1.633,5,2024-02-pokemon_usage_stats_with_gen.csv
73,Metagross,1.499,42294,1.499,33166,1.506,6,2024-02-pokemon_usage_stats_with_gen.csv
74,Lilligant-Hisui,1.49836,42276,1.498,31447,1.428,8,2024-02-pokemon_usage_stats_with_gen.csv
75,Azumarill,1.49542,42193,1.495,33607,1.526,2,2024-02-pokemon_usage_stats_with_gen.csv
76,Maushold,1.43652,40531,1.437,30330,1.377,9,2024-02-pokemon_usage_stats_with_gen.csv
77,Weezing-Galar,1.41359,39884,1.414,32711,1.486,8,2024-02-pokemon_usage_stats_with_gen.csv
78,Hoopa-Unbound,1.4082,39732,1.408,30734,1.396,6,2024-02-pokemon_usage_stats_with_gen.csv
79,Araquanid,1.3881,39165,1.388,34435,1.564,7,2024-02-pokemon_usage_stats_with_gen.csv
80,Gengar,1.2822,36177,1.282,27369,1.243,6,2024-02-pokemon_usage_stats_with_gen.csv
81,Tentacruel,1.26742,35760,1.267,29506,1.34,1,2024-02-pokemon_usage_stats_with_gen.csv
82,Arcanine-Hisui,1.22174,34471,1.222,26322,1.195,8,2024-02-pokemon_usage_stats_with_gen.csv
83,Mandibuzz,1.20246,33927,1.202,27056,1.229,5,2024-02-pokemon_usage_stats_with_gen.csv
84,Sandy Shocks,1.19416,33693,1.194,27594,1.253,9,2024-02-pokemon_usage_stats_with_gen.csv
85,Incineroar,1.17024,33018,1.17,27345,1.242,7,2024-02-pokemon_usage_stats_with_gen.csv
86,Galvantula,1.16166,32776,1.162,28666,1.302,5,2024-02-pokemon_usage_stats_with_gen.csv
87,Volcanion,1.14582,32329,1.146,26665,1.211,6,2024-02-pokemon_usage_stats_with_gen.csv
88,Blastoise,1.13877,32130,1.139,24246,1.101,6,2024-02-pokemon_usage_stats_with_gen.csv
89,Kingdra,1.13416,32000,1.134,23953,1.088,2,2024-02-pokemon_usage_stats_with_gen.csv
90,Zoroark-Hisui,1.12657,31786,1.127,12719,0.578,8,2024-02-pokemon_usage_stats_with_gen.csv
91,Tornadus-Therian,1.11101,31347,1.111,25748,1.169,5,2024-02-pokemon_usage_stats_with_gen.csv
92,Mimikyu,1.07586,30355,1.076,22307,1.013,7,2024-02-pokemon_usage_stats_with_gen.csv
93,Lokix,1.07181,30241,1.072,23974,1.089,9,2024-02-pokemon_usage_stats_with_gen.csv
94,Thundurus-Therian,1.06062,29925,1.061,23771,1.08,5,2024-02-pokemon_usage_stats_with_gen.csv
95,Amoonguss,1.00848,28454,1.008,22091,1.003,5,2024-02-pokemon_usage_stats_with_gen.csv
96,Gyarados,0.97229,27433,0.972,21463,0.975,6,2024-02-pokemon_usage_stats_with_gen.csv
97,Deoxys-Defense,0.97169,27416,0.972,22744,1.033,3,2024-02-pokemon_usage_stats_with_gen.csv
98,Kommo-o,0.95854,27045,0.959,19225,0.873,7,2024-02-pokemon_usage_stats_with_gen.csv
99,Ogerpon-Cornerstone,0.92512,26102,0.925,20533,0.932,9,2024-02-pokemon_usage_stats_with_gen.csv
100,Sinistcha,0.90424,25513,0.904,19071,0.866,9,2024-02-pokemon_usage_stats_with_gen.csv
101,Ditto,0.89294,25194,0.893,18560,0.843,1,2024-02-pokemon_usage_stats_with_gen.csv
102,Magnezone,0.87947,24814,0.879,19595,0.89,4,2024-02-pokemon_usage_stats_with_gen.csv
103,Indeedee,0.87809,24775,0.878,20815,0.945,8,2024-02-pokemon_usage_stats_with_gen.csv
104,Porygon-Z,0.87685,24740,0.877,18419,0.836,4,2024-02-pokemon_usage_stats_with_gen.csv
105,Mamoswine,0.83329,23511,0.833,18794,0.853,4,2024-02-pokemon_usage_stats_with_gen.csv
106,Cinccino,0.83077,23440,0.831,16978,0.771,5,2024-02-pokemon_usage_stats_with_gen.csv
107,Espeon,0.81677,23045,0.817,17613,0.8,2,2024-02-pokemon_usage_stats_with_gen.csv
